id,original_language,original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,genre
637,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,45.82,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,1997-12-20,Life Is Beautiful,8.449,13055,"['Comédie', 'Drame']"
915935,fr,Anatomie d'une chute,"Alors qu'une femme est suspectée du meurtre de son mari, son fils aveugle est placé face à un dilemme moral en tant qu'unique témoin.",44.424,/4L0pX6aVFxxJK1hR1QdHjMQvASy.jpg,2023-08-23,Anatomie d'une chute,7.6,2459,"['Thriller', 'Mystère', 'Crime']"
194,fr,Le Fabuleux Destin d'Amélie Poulain,"Amélie, une jeune serveuse dans un bar de Montmartre, passe son temps à observer les gens et à laisser son imagination divaguer. Elle s'est fixée un but : faire le bien de ceux qui l'entourent. Elle invente alors des stratagèmes pour intervenir incognito dans leur existence. Le chemin d'Amélie est jalonné de rencontres: Georgette, la buraliste hypocondriaque, Lucien, le commis d'épicerie, Madeleine Wallace, la concierge portée sur le porto et les chiens empaillés, ou encore Raymond Dufayel alias « l'homme de verre », son voisin qui ne vit qu'à travers une reproduction d'un tableau de Renoir. Cette quête du bonheur amène Amélie à faire la connaissance de Nino Quincampoix, un étrange « prince charmant ». Celui-ci partage son temps entre un train fantôme et un sex-shop, et cherche à identifier un inconnu dont la photo réapparaît sans cesse dans plusieurs cabines de photomaton.",44.404,/tdXtLG6L1QMwrv0MNdW6B9IwC8B.jpg,2001-04-25,Le Fabuleux Destin d'Amélie Poulain,7.9,11506,"['Comédie', 'Romance']"
423,en,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",44.209,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,2002-09-17,The Pianist,8.38,9180,"['Drame', 'Guerre']"
527641,en,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",44.025,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019-03-14,Five Feet Apart,8.248,5607,"['Romance', 'Drame']"
637534,fr,BAC Nord,"2012. Les quartiers Nord de Marseille détiennent un triste record : la zone au taux de criminalité le plus élevé de France. Poussée par sa hiérarchie, la BAC Nord, brigade de terrain, cherche sans cesse à améliorer ses résultats. Dans un secteur à haut risque, les flics adaptent leurs méthodes, franchissant parfois la ligne jaune. Jusqu'au jour où le système judiciaire se retourne contre eux…",43.353,/r2NnRp4mi4G3e0x9zINQIcnGNd8.jpg,2021-08-18,BAC Nord,7.419,1281,"['Thriller', 'Action', 'Crime']"
197796,fr,La Belle et la Bête,"1810. Après le naufrage de ses navires, un marchand ruiné doit s’exiler à la campagne avec ses six enfants. Parmi eux se trouve Belle, la plus jeune de ses filles, joyeuse et pleine de grâce.",43.161,/lRdExxz6kfXVhE8QX3ytkI2Uwuo.jpg,2014-02-12,La Belle et la Bête,6.17,2022,"['Fantastique', 'Romance']"
785985,fr,Loin du périph,"Dix ans après avoir fait équipe, Ousmane et François, deux flics que tout oppose, reforment à contrecœur leur tandem de choc. Pas franchement ravis de se retrouver, ils mettent le cap sur une petite ville des Alpes pour enquêter sur un meurtre particulièrement sordide. Mais, alors qu'ils pensent avoir élucidé l’affaire, Ousmane et François découvrent une réalité bien plus terrifiante ! De surprises en rebondissements, leur escapade loin du périph les pousserait même à s’apprécier…",42.907,/onjNaw9ef5JsA9674mPzqV7tGYf.jpg,2022-05-06,Loin du périph,5.993,474,"['Comédie', 'Action']"
796185,fr,Les Trois Mousquetaires : D'Artagnan,"Du Louvre au Palais de Buckingham, des bas-fonds de Paris au siège de La Rochelle... Dans un Royaume divisé par les guerres de religion et menacé d’invasion par l’Angleterre, une poignée d’hommes et de femmes vont croiser leurs épées et lier leur destin à celui de la France.",42.62,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,2023-04-05,Les Trois Mousquetaires : D'Artagnan,6.971,1202,"['Aventure', 'Action', 'Drame', 'Histoire']"
617986,fr,Trois jours et une vie,1999 - Olloy - Les Ardennes belges. Un enfant vient de disparaitre. La suspicion qui touche tour à tour plusieurs villageois porte rapidement la communauté à incandescence. Mais un événement inattendu et dévastateur va soudain venir redistribuer les cartes du destin.,41.891,/pdBLfn0oTOa56828eTMaXnhOZSx.jpg,2019-09-18,Trois jours et une vie,6.4,204,"['Thriller', 'Drame', 'Crime']"
335,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",40.857,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,Once Upon a Time in the West,8.3,4337,"['Drame', 'Western']"
19404,hi,दिलवाले दुल्हनिया ले जायेंगे,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.",40.315,/lfRkUr7DYdHldAqi3PwdQGBRBPM.jpg,1995-10-20,Dilwale Dulhania Le Jayenge,8.5,4439,"['Comédie', 'Drame', 'Romance']"
35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,"En cette année 1912, Adèle Blanc-Sec, jeune journaliste intrépide, est prête à tout pour arriver à ses fins, y compris débarquer en Égypte et se retrouver aux prises avec des momies en tout genre. Au même moment à Paris, c'est la panique ! Un œuf de ptérodactyle, vieux de 136 millions d'années, a mystérieusement éclos sur une étagère du Jardin des Plantes, et l'oiseau sème la terreur dans le ciel de la capitale. Pas de quoi déstabiliser Adèle Blanc-Sec, dont les aventures révèlent bien d'autres surprises extraordinaires…",40.214,/kYemgnbCZWg9zBzizin8wEaYZl2.jpg,2010-04-09,Les Aventures extraordinaires d'Adèle Blanc-Sec,6.231,1331,"['Fantastique', 'Aventure', 'Action', 'Mystère']"
1001472,fr,HLM Pussy,"Amina, Djeneba et Zineb, trois adolescentes inséparables, postent sur les réseaux sociaux une vidéo mettant en cause l’agresseur de l’une d’entre elles. Elles devront choisir entre sauver leur amitié ou céder face aux pressions.",39.28,/8gPBC7YeYLf0THz2eDdBWPGjObc.jpg,2024-03-06,HLM Pussy,5.735,17,"['Comédie', 'Drame']"
812037,fr,L'été dernier,"Anne, brillante avocate, défend les mineurs victimes d’abus et les adolescents en difficulté. Son mari Pierre, leurs deux filles et elle vivent en parfaite harmonie dans une belle villa sur les hauteurs de Paris. Lorsque Théo, fils de Pierre né d’un précédent mariage emménage avec eux, l’équilibre de la famille se retrouve chamboulé par l’irruption de cet adolescent rebel et contestataire. Anne entame en effet une liaison avec cet adolescent de dix-sept ans rebelle et contestataire, et cela risque de tout détruire.",39.085,/j9IdrFAH2MwoFaMAUx34x8uiFe3.jpg,2023-09-13,L'été dernier,6.0,187,['Drame']
1891,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",38.967,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,1980-05-20,The Empire Strikes Back,8.392,16959,"['Aventure', 'Action', 'Science-Fiction']"
726684,fr,"Miraculous World : Shanghai, la légende de Ladydragon","C'est les vacances, et tout va bien pour Marinette… jusqu’à ce qu’elle apprenne qu'Adrien a dû partir avec son père pour Shanghai, en Chine. Heureusement, c’est là qu’habite son Oncle Wang, dont l’anniversaire approche. Pour retrouver Adrien et découvrir ses origines, Marinette décide d’aller donner en mains propres son cadeau à Oncle Wang. Mais peu après son arrivée, Marinette perd toutes ses affaires, dont son sac, Tikki… et le Miraculous de la coccinelle qui lui permet de devenir Ladybug ! Pour les retrouver, elle va faire équipe avec Fei, ignorant que c'est celle qui a volé ses affaires !",38.847,/19Jdd4BTk38rruxoi05JxstFIda.jpg,2021-05-15,"Miraculous World : Shanghai, la légende de Ladydragon",7.888,641,"['Animation', 'Fantastique', 'Action', 'Téléfilm']"
42337,fr,Beau-père,"Rémi, compositeur, perd sa compagne dans un stupide accident de voiture. Son seul réconfort, il le trouve avec Marion, sa belle-fille âgée de quatorze ans.",38.776,/hzGFiFY8wYeqxM8T4O4HFmXTqca.jpg,1981-09-15,Beau-père,6.7,116,"['Drame', 'Romance']"
539,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",38.304,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,1960-06-22,Psycho,8.4,10080,"['Horreur', 'Thriller', 'Mystère']"
510,en,One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",38.075,/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,1975-11-19,One Flew Over the Cuckoo's Nest,8.414,10461,['Drame']
5511,fr,Le Samouraï,"Jef Costello, un tueur à gages, est chargé d'éliminer le patron d'une boîte de nuit. Un soir, il exécute froidement son contrat. Valérie, la pianiste de l'établissement, l'a vu commettre son crime. Jef met alors soigneusement au point un alibi, avec l'aide de sa maîtresse, Jane Lagrange. Mais la police a des soupçons à son égard et le surveille de très près. Son employeur, dont il ignore tout, y compris son identité, tente de le faire abattre lors de la remise de la prime, sur une passerelle. Être solitaire et glacé, enfermé dans son code de l'honneur, Jef Costello, blessé au bras, ne peut plus compter sur personne et comprend qu'il va lui falloir sauver sa peau et affronter tous ceux qui en veulent à sa vie…",37.809,/uuA4ng9thWpFVFpHMR5FtlKaaTD.jpg,1967-10-25,Le Samouraï,7.767,1089,"['Crime', 'Thriller']"
1216452,fr,Heureux Gagnants,"1 chance sur 19 millions. Plus de probabilité d’être frappé par une météorite que de gagner au loto. Pour nos heureux gagnants, le rêve va rapidement se transformer en cauchemar, et leur vie va voler en éclat dans un spectaculaire feu d’artifices de comédie noire et de sensations fortes.",37.642,/bkhbJUiOrkdNE58uWltqjXcrZKu.jpg,2024-03-13,Heureux Gagnants,5.821,154,['Comédie']
28209,fr,Emmanuelle: L'antivierge,"Emmanuelle retourne en Asie et rejoint son mari à Hong Kong où elle va multiplier les rencontres amoureuses. Elle fait la connaissance d'un jeune pilote américain du nom de Christopher et d'Anna-Maria, une jeune fille très attirante.",37.635,/so3ZVPgD9ZOfwyjoYLGU6UGz1pp.jpg,1975-12-15,Emmanuelle: L'antivierge,5.6,141,"['Drame', 'Romance']"
467938,fr,Revenge,"Trois riches chefs d’entreprise quarantenaires, mariés et bons pères de famille se retrouvent pour leur partie de chasse annuelle dans une zone désertique de canyons. Un moyen pour eux d’évacuer leur stress et d’affirmer leur virilité armes à la main. Mais cette fois, l’un d’eux est venu avec sa jeune maîtresse, une lolita ultra sexy qui attise rapidement la convoitise des deux autres... Les choses dérapent... Dans l'enfer du désert, la jeune femme laissée pour morte reprend vie... Et la partie de chasse se transforme en une impitoyable chasse à l'homme...",37.371,/a1wuUTjXvWhBYuVT21BPZ31YAB2.jpg,2018-02-07,Revenge,6.47,1758,"['Action', 'Thriller', 'Horreur']"
921452,fr,Jeanne du Barry,"Jeanne Vaubernier, fille du peuple avide de s’élever socialement, met à profit ses charmes pour sortir de sa condition. Son amant le comte Du Barry, qui s’enrichit largement grâce aux galanteries lucratives de Jeanne, souhaite la présenter au Roi. Il organise la rencontre via l’entremise de l’influent duc de Richelieu. Celle-ci dépasse ses attentes : entre Louis XV et Jeanne, c’est le coup de foudre… Avec la courtisane, le Roi retrouve le goût de vivre – à tel point qu’il ne peut plus se passer d’elle et décide d’en faire sa favorite officielle. Scandale : personne ne veut d’une fille des rues à la Cour.",37.299,/o2BTXM0eDtgl0B01Amz4AQZ3kpM.jpg,2023-05-16,Jeanne du Barry,7.0,528,"['Drame', 'Histoire', 'Romance']"
995133,en,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",37.033,/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.3,578,"['Animation', 'Familial', 'Aventure', 'Fantastique']"
852046,fr,Athena,"La mort tragique de leur frère cadet dans des circonstances troubles, va en quelques heures faire basculer la vie d'une fratrie dans le chaos.",36.806,/66hefmZ1ZVLO1Hb57sZVGSlDAmM.jpg,2022-09-09,Athena,6.621,729,"['Action', 'Aventure', 'Thriller', 'Drame']"
630240,fr,Titane,"Après une série de crimes inexpliqués, un père retrouve son fils disparu depuis 10 ans. Titane : métal hautement résistant à la chaleur et à la corrosion, donnant des alliages très durs.",36.641,/y93w5MGC9fbXjy1qfN6rUpSbBti.jpg,2021-07-14,Titane,6.368,1442,"['Drame', 'Thriller', 'Horreur']"
311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",36.117,/7jPWSo0yn6gW72LDuZvZq29uqpG.jpg,1984-05-23,Once Upon a Time in America,8.418,5400,"['Drame', 'Crime']"
438478,fr,Pornocratie: Les nouvelles multinationales du sexe,"L'ex-vedette du cinéma pornographique Ovidie revient sur les dessous d’un marché du X toujours aussi florissant mais qui n’échappe pas à une crise économique de grande ampleur. Malgré des pages vues par milliard chaque jour, le secteur est à bout de souffle. Une production qui met en exergue les souffrances d'un univers dont les dessous sont méconnus.  Si ce secteur constitue une aubaine pour les sociétés de production, celles-ci ne cessent de mettre la clé sous la porte.",35.823,/eCiFijXNa3JhIpPJRCXuR9DH6o6.jpg,2017-03-12,Pornocratie: Les nouvelles multinationales du sexe,7.0,49,['Documentaire']
598,pt,Cidade de Deus,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",35.802,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,2002-08-30,City of God,8.426,7401,"['Drame', 'Crime']"
1108354,fr,KALI: L'ange de la Vengeance,"Lisa, alias Kali, ancienne des Forces Spéciales, voit son monde basculer lorsque son mari, Éric, est sauvagement assassiné à Rio de Janeiro. Déterminée à découvrir la vérité derrière ce meurtre, elle se lance dans une quête effrénée pour retrouver les coupables et les faire payer. Armée de son expertise, elle ne reculera devant rien pour assouvir sa vengeance et obtenir justice pour son mari.",35.79,/vN5g21wH8ptEknCMzl5G7ZWcVFe.jpg,2024-05-31,KALI: L'ange de la Vengeance,7.1,114,"['Action', 'Thriller', 'Aventure']"
21484,fr,Possession,"Rentrant d'un long voyage, Mark retrouve à Berlin sa femme Anna et son fils, Bob. Mais rapidement, il se rend compte que le comportement de sa femme a changé. Prise de violentes crises, elle quitte le domicile. L'amie du couple, Annie, révèle à Mark le nom de l'amant d'Anna, Heinrich. Lorsqu'elle disparaît, Mark engage un détective qui découvre bientôt qu'Anna s'est réfugiée dans une étrange demeure où semble se cacher une créature surgie des ténèbres.",35.389,/yAVfhwRyFm7i0zuMe1lxvXwwwvU.jpg,1981-05-27,Possession,7.3,1098,['Horreur']
637920,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",34.41,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,Miracle in Cell No. 7,8.262,4404,['Drame']
73,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",33.865,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,1998-07-01,American History X,8.343,11553,['Drame']
820067,ja,映画 五等分の花嫁,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",33.842,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,2022-05-20,The Quintessential Quintuplets Movie,8.35,387,"['Animation', 'Comédie', 'Romance']"
979,fr,Irréversible,"Une jeune femme, Alex, se fait violer par un inconnu dans un tunnel. Son compagnon Marcus et son ex-petit ami Pierre décident de faire justice eux-mêmes.",33.804,/o6bXnLTiNUvnHShkxqUOnzpdCgk.jpg,2002-05-22,Irréversible,7.2,2884,"['Drame', 'Thriller', 'Crime']"
1058694,es,Radical,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",32.869,/eGMkkbG85JUyXQEsbZKSnBrymts.jpg,2023-10-19,Radical,8.4,421,['Drame']
10494,ja,PERFECT BLUE,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",32.284,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,Perfect Blue,8.314,2663,"['Animation', 'Thriller']"
1080512,fr,Pandemonium,"Deux inconnus, Nathan et Daniel, sortent vraisemblablement indemnes d'un violent accident de voiture au bord d'une route de montagne isolée. Quand la réalité de leur situation se révèle et que le ton monte, deux étranges portes apparaissent au beau milieu de la route, chacune offrant un destin opposé. Tryptique sur l'exploration de la culpabilité et de la punition, qui ne s'épargne pas de montrer les face les plus sombres de l'humanité.",32.074,/6TmkF5px03IXglJwCnqCp3lymR7.jpg,2023-02-16,Pandemonium,5.013,40,"['Horreur', 'Drame']"
567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,32.005,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,Rear Window,8.352,6477,"['Thriller', 'Mystère']"
959604,fr,L'Amour ouf,"Les années 80, dans le nord de la France. Jackie et Clotaire grandissent entre les bancs du lycée et les docks du port. Elle étudie, il traine. Et puis leurs destins se croisent et c'est l'amour fou. La vie s'efforcera de les séparer mais rien n'y fait, ces deux-là sont comme les deux ventricules du même cœur...",31.977,/o3ZRykcHkPwXLLlG1RRgEqki20I.jpg,2024-10-16,L'Amour ouf,7.7,432,"['Romance', 'Crime']"
5528,fr,Les Choristes,"En 1949, Clément Mathieu, professeur de musique sans emploi accepte un poste de surveillant dans un internat de rééducation pour mineurs. Le système répressif appliqué par le directeur, Rachin, bouleverse Mathieu. En initiant ces enfants difficiles à la musique et au chant choral, Mathieu parviendra à transformer leur quotidien.",31.461,/kfWIeoVIBBxLQKhJ22LWYvcEgaP.jpg,2004-03-17,Les Choristes,7.7,2407,['Drame']
63319,fr,Belle épine,"Prudence Friedman a 17 ans. Soudain livrée à elle-même dans l’appartement familial, elle rencontre Marilyne, une frondeuse du lycée qui lui fait découvrir le circuit sauvage de Rungis, où tournent dangereusement grosses cylindrées et petites motos trafiquées. Fascinée par la bande du circuit, Reynald, Franck et les autres, Prudence tente d’y gagner sa place, en essayant de faire passer sa solitude pour de la liberté.",31.036,/wYmxOoDsDM71wSVlh6KwLfo01tp.jpg,2010-11-10,Belle épine,5.5,52,['Drame']
1139087,en,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",30.784,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,2023-09-24,Once Upon a Studio,8.316,354,"['Animation', 'Familial', 'Fantastique', 'Comédie']"
46581,fr,Contes immoraux,"Un recueil de nouvelles érotiques, une anthologie composée de récits appétissants sur le désir sexuel et ses diverses manifestations.",30.457,/5ZBN43QCDzWajg5HC3mbSoBjUuJ.jpg,1974-08-28,Contes immoraux,5.876,249,"['Drame', 'Romance']"
11216,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",30.446,/rf99GAg2zHKFj79QKn8ed8iPCVF.jpg,1988-11-17,Cinema Paradiso,8.45,4378,"['Drame', 'Romance']"
531428,fr,Portrait de la jeune fille en feu,"1770. Marianne est peintre et doit réaliser le portrait de mariage d’Héloïse, une jeune femme qui vient de quitter le couvent. Héloïse résiste à son destin d’épouse en refusant de poser. Marianne va devoir la peindre en secret. Introduite auprès d’elle en tant que dame de compagnie, elle la regarde.",30.398,/lH2hSK6F1FZmS3ao384kZCMsbCl.jpg,2019-09-18,Portrait de la jeune fille en feu,8.1,2549,"['Drame', 'Romance', 'Histoire']"
1143019,fr,Les Infaillibles,"Alors qu’un gang de braqueurs sème le chaos à Paris et humilie la police depuis des mois, le Ministre de l’Intérieur veut du sang neuf à la tête de l’enquête : Alia est marseillaise, explosive et ingérable, Hugo est parisien, major de promo et méticuleux. Bref, ils ont tout pour se détester. Une alliance forcée, pour le meilleur et pour le pire… et plus si affinités ?",30.224,/mmaz2IESTJkKf77tSOKZ3PxV7NN.jpg,2024-06-20,Les Infaillibles,6.3,88,"['Comédie', 'Action']"
2899,fr,Astérix & Obélix Mission Cléopâtre,"Cléopâtre, la reine d’Égypte, décide, pour défier l’empereur romain Jules César, de construire en trois mois un palais somptueux en plein désert. Si elle y parvient, celui‐ci devra concéder publiquement que le peuple égyptien est le plus grand de tous les peuples. Pour ce faire, Cléopâtre fait appel à Numérobis, un architecte d’avant‐garde plein d’énergie. S’il réussit, elle le couvrira d’or. S’il échoue, elle le jettera aux crocodiles. Celui‐ci, conscient du défi à relever, cherche de l’aide auprès de son vieil ami Panoramix. Le druide fait le voyage en Égypte avec Astérix et Obélix. De son côté, Amonbofis, l’architecte officiel de Cléopâtre, jaloux que la reine ait choisi Numérobis pour construire le palais, va tout mettre en œuvre pour faire échouer son concurrent.",29.516,/tQQE0901nqdpzYGEAZtDbdTlxe6.jpg,2002-01-30,Astérix & Obélix : Mission Cléopâtre,7.389,3499,"['Familial', 'Fantastique', 'Comédie', 'Aventure']"
348060,fr,Antigang,"Serge Buren est un flic de légende, entouré d’une bande de jeunes flics aux méthodes peu conventionnelles. Qu’importe qu’ils utilisent des battes de baseball ou « oublient » le règlement au cours d’arrestations spectaculaires, les résultats sont au rendez-vous ! C’est alors qu’un groupe de braqueurs meurtriers entre en scène, dévalisant avec une facilité déconcertante banques et bijouteries de la capitale, à coup d’armes de guerre et de scénarios imparables. Face à tant d’ingéniosité et de brutalité, Buren et son unité se retrouvent confrontés à une situation délicate : leurs méthodes expéditives suffiront-elles à arrêter ces criminels autrement plus machiavéliques ?",28.755,/hrZpeCNVNMb04NZip4CrmLHioD2.jpg,2015-08-19,Antigang,5.84,340,"['Action', 'Drame']"
641501,fr,Comment je suis devenu super-héros,"Paris 2020. Dans une société où les surhommes sont banalisés et parfaitement intégrés, une mystérieuse substance procurant des super-pouvoirs à ceux qui n’en ont pas se répand. Face aux incidents qui se multiplient, les lieutenants Moreau et Schaltzmann sont chargés de l’enquête. Avec l’aide de Monté Carlo et Callista, deux anciens justiciers, ils feront tout pour démanteler le trafic. Mais le passé de Moreau ressurgit, et l’enquête se complique...",28.336,/5UDe6oVAIv6PC7eJ046o6oCyQc3.jpg,2020-11-19,Comment je suis devenu super-héros,6.1,499,"['Science-Fiction', 'Aventure', 'Action', 'Comédie', 'Thriller']"
10376,it,La leggenda del pianista sull'oceano,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",28.307,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,1998-10-28,The Legend of 1900,8.3,2253,"['Drame', 'Musique']"
4561,fr,Histoire d'O,"O est une jeune femme libre et indépendante, qui est emmenée par son amant René dans un château situé à Roissy où elle devient esclave de son plein gré. René la donne ensuite à Sir Stephen qui devient le nouveau maître d'O. D'abord réticente, O devient amoureuse de Sir Stephen. Ce dernier la fait marquer au fer rouge et la soumet à diverses pratiques sexuelles sado-masochistes.",28.117,/5JSygRFxKsDlbarHNGf3kZNLxGF.jpg,1975-08-27,Histoire d'O,5.6,153,['Drame']
10045,fr,Banlieue 13,"Paris, 2013. Damien est l'élite de la police. Officier d'une unité spéciale d'intervention, expert en arts martiaux, il est passé maître dans l'art de l'infiltration et sait mener à terme ses opérations par des actions rapides, précises et néanmoins musclées.Et c'est bien la mission la plus extrême de sa carrière qui vient de lui être confiée : une arme de destruction massive a été dérobée par le plus puissant gang de la banlieue. Damien est chargé d'infiltrer dans le secteur pour désamorcer la bombe ou la récupérer.",27.587,/ng55HL1EGVdMHmdFOnGZ7jAA79r.jpg,2004-11-09,Banlieue 13,6.8,1815,"['Action', 'Thriller', 'Science-Fiction']"
504253,ja,君の膵臓をたべたい,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",27.349,/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg,2018-09-01,I Want to Eat Your Pancreas,8.231,1549,"['Animation', 'Drame', 'Romance']"
1000866,fr,En fanfare,"Thibaut est un chef d’orchestre de renommée internationale qui parcourt le monde. Lorsqu’il apprend qu’il a été adopté, il découvre l’existence d’un frère, Jimmy, employé de cantine scolaire et qui joue du trombone dans une fanfare du nord de la France. En apparence tout les sépare, sauf l’amour de la musique. Détectant les capacités musicales exceptionnelles de son frère, Thibaut se donne pour mission de réparer l’injustice du destin. Jimmy se prend alors à rêver d’une autre vie…",27.287,/knB9YhFbWjAjHwD3a3W9fhfoOuW.jpg,2024-11-27,En fanfare,7.3,60,"['Comédie', 'Drame', 'Musique']"
652837,ja,ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",27.005,/xAbSLi61npWyVs5M0yxin3dKcGO.jpg,2020-12-25,"Josee, the Tiger and the Fish",8.276,468,"['Animation', 'Drame', 'Romance']"
1083300,fr,Maison de retraite 2,"Quand le foyer Lino Vartan - qui accueille jeunes orphelins et seniors - doit fermer pour raisons sanitaires, Milann n’a pas d’autre choix que de répondre à l’invitation d’une maison de retraite dans le Sud qui les accueille pour l’été. Tous embarquent dans le bus d’Alban. Enfants et anciens découvrent alors le Bel Azur Club, une villa idyllique au bord de la mer : le rêve ! Une aubaine pour ces gamins orphelins qui n’ont jamais eu de vacances... Mais le paradis tourne à l’enfer car anciens et nouveaux pensionnaires du 3e âge se détestent ! La guerre des seniors est déclarée !",26.52,/jRVpU4mH28wmXfY56ZcrPVNFZm5.jpg,2024-02-14,Maison de retraite 2,5.3,48,['Comédie']
