id,original_language,original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,genre
1154215,fr,Elyas,"Elyas, ancien soldat des Forces Spéciales, solitaire et paranoïaque, devient garde du corps pour Nour, 13 ans et sa mère Amina, venues du Moyen-Orient. Tandis que l’ex-guerrier et la jeune fille s’apprivoisent, un mystérieux commando les prend pour cibles. Elyas ne reculera devant rien pour la sauver.",172.867,/dB6ojZkXfk6JFYaqZTTDUK8wj9O.jpg,2024-07-03,Elyas,6.2,44,"['Action', 'Thriller']"
359410,en,Road House,"Dalton, un ancien combattant de l'UFC tente d'échapper à son sombre passé et à son penchant pour la violence. Il est repéré par Frankie, propriétaire d'un relais routier dans les Keys de Floride. Elle l'engage comme nouveau videur dans l'espoir d'empêcher un gang violent, travaillant pour le patron du crime Brandt, de détruire son bar bien-aimé.",161.732,/eMoPZHBRu2yrFBm8tefqJKg1JfF.jpg,2024-03-08,Road House,6.979,2303,"['Action', 'Thriller']"
278,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",157.766,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,The Shawshank Redemption,8.7,27254,"['Drame', 'Crime']"
799583,en,The Ministry of Ungentlemanly Warfare,"L'histoire de la toute première organisation de forces spéciales créée pendant la Seconde Guerre mondiale par le Premier ministre britannique Winston Churchill et un petit groupe de responsables militaires, dont l'auteur Ian Fleming. Cette unité de combat ultrasecrète, composée d'une équipe hétéroclite de voyous et de francs-tireurs, entreprend une mission audacieuse contre les nazis en utilisant des techniques de combat tout à fait non conventionnelles et tout à fait ""non gentleman"". En fin de compte, leur approche audacieuse a changé le cours de la guerre et a jeté les bases du SAS britannique et de la guerre moderne des opérations secrètes.",156.808,/cEsfWlqC89pec6402kGUaw3J48L.jpg,2024-04-18,Le Ministère de la Sale Guerre,7.1,1206,"['Action', 'Comédie', 'Guerre']"
155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",156.336,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,8.5,32973,"['Drame', 'Action', 'Crime', 'Thriller']"
680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",156.221,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994-09-10,Pulp Fiction,8.5,27970,"['Thriller', 'Crime']"
1147400,fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Des porteurs de Miraculous venus d’un autre monde surgissent dans la ville de Paris. Ils viennent d’un univers parallèle où tout est inversé : Toxinelle et Griffe Noire, les alter égos maléfiques de Ladybug et Chat Noir sont les méchants et le porteur du Papillon, Hesperia, est un super-héros. Ensemble Ladybug et Chat Noir – les vrais – vont devoir aider Hespéria à contrer les attaques de leurs doubles maléfiques et les empêcher de s’emparer du Miraculous du Papillon. Mais nos héros pourront-ils aider Hesperia à faire de Toxinelle et Griffe Noire de meilleures personnes ?",156.041,/4wHrXw9zB4wsibWaAPDkvjNGPnQ.jpg,2023-10-21,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",7.222,536,"['Animation', 'Aventure', 'Action', 'Fantastique', 'Familial']"
120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",155.898,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.4,25239,"['Aventure', 'Fantastique', 'Action']"
807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",155.438,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,1995-09-22,Se7en,8.4,21043,"['Crime', 'Mystère', 'Thriller']"
8587,en,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",137.59,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-24,The Lion King,8.256,18306,"['Familial', 'Animation', 'Drame']"
27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",134.082,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,Inception,8.4,36637,"['Action', 'Science-Fiction', 'Aventure']"
122,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",134.078,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-17,The Lord of the Rings: The Return of the King,8.482,24280,"['Aventure', 'Fantastique', 'Action']"
550,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",124.986,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,Fight Club,8.4,29479,['Drame']
299534,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",114.534,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,Avengers: Endgame,8.2,25667,"['Aventure', 'Science-Fiction', 'Action']"
372058,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",114.234,/vfJFJPepRKapMd5G2ro7klIRysq.jpg,2016-08-26,Your Name.,8.485,11408,"['Animation', 'Romance', 'Drame']"
959092,fr,Farang,"Sam, un détenu sans problème, se retrouve malgré lui mêlé à une rixe qui se termine mal lors de sa première sortie conditionnelle : son seul salut : la fuite ! 5 ans plus tard, il cherche à acheter un terrain pour finaliser sa nouvelle vie : femme, enfant, travail, tout lui sourit, mais lors de l'achat, à la dernière minute, il apprend que le terrain n'est plus disponible. Il finit par rencontrer le mystérieux acheteur, qui n'est autre que Narong, le parrain local, qui lui fait une offre...",109.63,/asUBBPvil6L6A2uXpwdKmA7f21r.jpg,2023-06-28,Farang,6.7,166,"['Action', 'Crime', 'Drame']"
1001311,fr,Sous la Seine,"Lorsqu'un requin géant apparaît dans la Seine, une scientifique en deuil doit affronter son passé tragique pour sauver Paris d'un bain de sang au retentissement international.",109.453,/5LU8QqHOiWTELV7XzyRnpAJ2MHa.jpg,2024-06-04,Sous la Seine,5.997,1186,"['Action', 'Drame', 'Horreur', 'Thriller']"
121,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",108.603,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,8.4,21905,"['Aventure', 'Fantastique', 'Action']"
496243,ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",104.841,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019-05-30,Parasite,8.5,18348,"['Comédie', 'Thriller', 'Drame']"
1219685,fr,Un père idéal,"Michel est un père sans histoire qui élève seul sa fille. Courageux et travailleur, il est une des figures incontournables du village : il tient avec une bonhomie légendaire l’unique commerce aux alentours, un café-épicerie, centre névralgique de toutes les communes voisines. Pour tous, Michel est un type formidable. Jusqu’au drame : sa fille adorée meurt assassinée sous ses yeux et c’est le début du cauchemar qui s’abat sur le brave homme. De père idéal, Michel devient le suspect idéal. Sauf aux yeux de son meilleur ami Jeff, le curé du village, dont la paroisse se dresse face au café. Écroué 45 jours au terme d’une enquête hâtive et à charge menée par une gendarme aveuglée par ses a priori, il est finalement relâché sans preuves suffisantes. Mais le mal est fait et Michel ne parvient pas à rétablir son honneur.",97.045,/4xJd3uwtL1vCuZgEfEc8JXI9Uyx.jpg,2024-04-21,Un père idéal,6.3,99,"['Drame', 'Téléfilm']"
240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",96.518,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,The Godfather Part II,8.6,12483,"['Drame', 'Crime']"
324857,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",93.904,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,Spider-Man: Into the Spider-Verse,8.399,15662,"['Animation', 'Action', 'Aventure', 'Science-Fiction']"
13,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",92.965,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994-06-23,Forrest Gump,8.5,27495,"['Comédie', 'Drame', 'Romance']"
129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",90.456,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,Spirited Away,8.5,16561,"['Animation', 'Familial', 'Fantastique']"
244786,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",85.835,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,2014-10-10,Whiplash,8.379,15135,"['Drame', 'Musique']"
496450,fr,Miraculous - le film,"La super-héroïne, qui a conquis le cœur de millions de fans à travers le monde, débarque pour la première fois au cinéma ! Ladybug va devoir unir ses forces avec Chat Noir, le charismatique justicier masqué qui n'a pas sa langue dans sa poche, pour affronter le Papillon et sa horde de super-vilains, alors que ceux-ci menacent de détruire Paris. Mais, alors que les deux héros se rapprochent, Marinette ignore que derrière son mystérieux complice se cache Adrien, le camarade de classe dont elle est amoureuse",84.201,/kXKx1g5Rr8O3VZCOaHxLfHaBDDF.jpg,2023-07-05,Miraculous - le film,7.664,862,"['Animation', 'Fantastique', 'Action', 'Romance', 'Familial']"
961084,fr,Bernadette,"Quand elle arrive à l’Elysée, Bernadette Chirac s’attend à obtenir enfin la place qu’elle mérite, elle qui a toujours œuvré dans l’ombre de son mari pour qu’il devienne président. Mise de côté car jugée trop ringarde, Bernadette décide alors de prendre sa revanche en devenant une figure médiatique incontournable.",82.218,/jVn6xUNLfbGvzUhjKblV8r8EkgE.jpg,2023-10-04,Bernadette,6.3,122,"['Comédie', 'Drame']"
497,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",80.897,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999-12-10,The Green Mile,8.507,17504,"['Fantastique', 'Drame', 'Crime']"
77338,fr,Intouchables,"À la suite d’un accident de parapente, Philippe, riche aristocrate, engage comme aide à domicile Driss, un jeune de banlieue tout juste sorti de prison. Bref la personne la moins adaptée pour le job. Ensemble ils vont faire cohabiter Vivaldi et Earth Wind and Fire, le verbe et la vanne, les costumes et les bas de survêtement… Deux univers vont se télescoper, s’apprivoiser, pour donner naissance à une amitié aussi dingue, drôle et forte qu’inattendue, une relation unique qui fera des étincelles et qui les rendra… Intouchables.",79.682,/gdUJ6ECIHNE5M2HImGaBOfb8jR2.jpg,2011-11-02,Intouchables,8.275,17228,"['Drame', 'Comédie']"
101,en,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",79.595,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994-09-14,Léon: The Professional,8.306,14799,"['Crime', 'Drame', 'Action']"
1585,en,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",77.728,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,It's a Wonderful Life,8.3,4297,"['Drame', 'Familial', 'Fantastique']"
112160,fr,Chroniques sexuelles d'une famille d'aujourd'hui,"Des petits déjeuners où les silences sont parfois pesants, des dîners où on parle de tous les sujets sauf de sexe ; le quotidien d’une famille d’aujourd’hui est ébranlé quand le fils cadet, Romain, est pris en flagrant délit lors d’un cours de biologie à l’école en train de se masturber et de se filmer avec son téléphone portable. Il risque l’exclusion ! Romain explique que c’est un défi que les élèves se lancent entre eux, garçons et filles, « pour le fun ». Et lui, il s’est bêtement fait prendre.",77.294,/p9zRDTqKZpEdfti9jRmo5bqiYdd.jpg,2012-05-09,Chroniques sexuelles d'une famille d'aujourd'hui,5.4,348,"['Comédie', 'Drame', 'Romance']"
4935,ja,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",75.009,/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg,2004-09-09,Howl's Moving Castle,8.4,9924,"['Fantastique', 'Animation', 'Aventure']"
959098,fr,Le Dernier Jaguar,"Autumn grandit dans la forêt amazonienne aux côtés de Hope, un adorable bébé jaguar femelle qu'elle a recueilli. L'année de ses six ans, un drame familial contraint Autumn et son père à retourner vivre à New York. Huit années passent, et Autumn, devenue adolescente, n'a jamais oublié son amie jaguar. Quand elle apprend que Hope est en danger de mort, Autumn décide de retourner dans la jungle pour la sauver.",71.368,/x5z1J5P7MugMtpPLSBa9SBJMMZV.jpg,2024-02-01,Le Dernier Jaguar,6.5,100,"['Aventure', 'Familial']"
105,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",70.286,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,1985-07-03,Back to the Future,8.316,19950,"['Aventure', 'Comédie', 'Science-Fiction']"
1000075,fr,Largo Winch: Le prix de l'argent,"Depuis l’enlèvement brutal de son fils Noom, Largo Winch fait l’objet d’une impitoyable machination cherchant à l’anéantir et à détruire le groupe W. Pour faire éclater la vérité et retrouver son fils, Largo se lance dans une traque sans relâche. Des forêts canadiennes, en passant par Bangkok jusque dans les profondeurs des mines birmanes il ne sait pas encore qu’il devra faire face aux démons du passé.",69.67,/38ndcNVogh4k1iFH5DSXSX8kyOZ.jpg,2024-07-31,Largo Winch : Le prix de l'argent,5.3,40,"['Action', 'Aventure', 'Thriller']"
424,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,68.609,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-12-15,Schindler's List,8.567,15900,"['Drame', 'Histoire', 'Guerre']"
508965,en,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",68.052,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,Klaus,8.2,4028,"['Animation', 'Familial', 'Aventure', 'Comédie', 'Fantastique']"
984324,fr,Le salaire de la peur,"Afin d'empêcher une explosion qui ferait des centaines de victimes, une équipe clandestine est formée pour transporter de la nitroglycérine à travers un désert parsemé de dangers.",64.561,/kHxJHwSGjC0Fjl7ktWeWg7UrVF8.jpg,2024-03-28,Le salaire de la peur,6.231,433,['Action']
944401,fr,Dogman,"L’incroyable histoire d’un enfant, meurtri par la vie, qui trouvera son salut grâce à l’amour que lui portent ses chiens.",63.408,/3L91Cmz5lhfPR5ppsmkGT2IC2lJ.jpg,2023-09-27,Dogman,7.905,1086,"['Action', 'Drame', 'Crime']"
956964,fr,Le Consentement,"Paris, 1985. Vanessa a treize ans lorsqu'elle rencontre Gabriel Matzneff, écrivain quinquagénaire de renom. La jeune adolescente devient la maîtresse et la muse de cet homme célébré par le monde culturel et politique. Se perdant dans la relation, elle subit de plus en plus violemment l’emprise destructrice que ce prédateur exerce sur elle.",63.115,/8QTo3OgSqS09jFYPwQWXyx0fi2W.jpg,2023-10-11,Le Consentement,6.8,182,"['Histoire', 'Drame']"
490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",62.788,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,8.2,11582,"['Drame', 'Histoire']"
976830,fr,Gueules noires,"En 1956, dans le nord de la France. Une bande de mineurs de fond se voit obligée de conduire un professeur faire des prélèvements à mille mètres sous terre. Après un éboulement qui les empêche de remonter, ils découvrent une crypte d’un autre temps, et réveillent sans le savoir une créature légendaire assoiffée de sang.",61.572,/oCPF8qNmzzjmIMeeCt7KaCTH02b.jpg,2023-11-15,Gueules noires,5.792,89,"['Aventure', 'Horreur', 'Drame']"
1160164,en,TAYLOR SWIFT | THE ERAS TOUR,"The cultural phenomenon continues on the big screen! Immerse yourself in this once-in-a-lifetime concert film experience with a breathtaking, cinematic view of the history-making tour.",61.242,/jf3YO8hOqGHCupsREf5qymYq1n.jpg,2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,8.3,409,['Musique']
429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",61.075,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,"The Good, the Bad and the Ugly",8.5,8641,['Western']
28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",60.808,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-08-15,Apocalypse Now,8.276,8226,"['Drame', 'Guerre']"
769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",60.438,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,GoodFellas,8.5,12895,"['Drame', 'Crime']"
1262983,fr,MadS,"Un adolescent s'arrête chez son dealer pour tester une nouvelle drogue avant de partir faire la fête. Sur le chemin du retour, il récupère une femme blessée et la soirée prend une tournure surréaliste.",59.334,/ecCDMAJp39sBcIHK70gfAJE78rX.jpg,2024-10-25,MadS,7.117,47,"['Horreur', 'Thriller']"
86331,fr,Q,"A la mort de son père, Cécile 20 ans, quelque peu désemparée, cherche un réconfort auprès de ses amies. Ses amours, au hasard de rencontres, ont parfois un goût amer. Alice, incomprise par sa mère, rêve d’une grande histoire d’amour. Mais Matt, le garçon qu’elle voit en cachette, est plutôt volage. Virginie aime profondément son mari mais sa vie intime semble perturbée. 3 histoires et 3 destins qui ne devaient pas se rejoindre...",57.755,/yBTElYnRkwySYzMunE6urPT9LvT.jpg,2011-10-06,Q,6.3,1229,"['Drame', 'Romance']"
207,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",56.423,/hmGAF5NDoYB6S39UONevjHCESOI.jpg,1989-06-02,Dead Poets Society,8.308,11269,['Drame']
46848,fr,Collections privées,,56.175,/qHm5qK7bNyK0EgwE2qHps38yNQc.jpg,1979-06-27,Collections privées,5.2,13,"['Drame', 'Romance']"
1091181,fr,Loups-Garous,"Quand un vieux jeu de société prend vie, une famille remonte le temps et atterrit dans un village médiéval où il lui faudra démasquer des loups-garous pour pouvoir revenir à son époque.",55.896,/hfaPToWxXO5ujAugN2gsgV95DLq.jpg,2024-10-22,Loups-Garous,5.634,325,"['Aventure', 'Comédie', 'Fantastique', 'Action']"
670,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",50.98,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,Oldboy,8.3,8673,"['Drame', 'Thriller', 'Mystère', 'Action']"
65496,fr,Mes chères études,"Laura, 19 ans, simple étudiante en première année d'université, veut réussir ses études, à tout prix. Malgré un job alimentaire, elle n'arrive pas à subvenir à ses besoins et tombe dans une précarité financière telle, qu'un soir de désespoir, à cours de solutions, elle s'aventure à répondre à une annonce trouvée sur internet. Joe, 57 ans, recherche étudiante pour moments tendres. Cent euros de l'heure. Une fois, pas plus, se promet-elle. Trois jours plus tard, Laura est dans une chambre d'hôtel avec Joe. Et c'est le début de l'engrenage. L'exaltation d'un argent si ""facilement"" gagné. Oublier les sensations détestables et ne se rappeler que l'enveloppe remplie d'argent. Dès le deuxième client, Laura, jeune étudiante meurtrie dans sa chair, mais déjà prostituée, veut arrêter. Y parviendra-t-elle ?",50.24,/o7f1htyhi8F4U4dUhTEsp00prNP.jpg,2010-01-18,Mes chères études,5.2,124,['Drame']
128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",50.217,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,Princess Mononoke,8.334,8018,"['Aventure', 'Fantastique', 'Animation']"
1063879,fr,Vermines,"Kaleb est un jeune adulte qui vit de petits boulots. Fasciné par les animaux exotiques, il trouve une araignée venimeuse dans un bazar et la ramène dans son appartement. Il ne lui faut qu'un instant pour s'échapper et se reproduire, transformant l'endroit en un terrible piège en toile. La seule option pour Kaleb et ses amis : trouver la sortie, survivre.",50.138,/j0zGO01cLQZoIriXst8TAFJaUqJ.jpg,2023-12-27,Vermines,6.7,370,"['Horreur', 'Thriller']"
378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",49.043,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,8.384,3963,"['Animation', 'Drame']"
1631,fr,Une vraie jeune fille,"Qui guette Alice à travers le soupirail ? Le bruit continu et mécanique. Personne, sauf l'effrayant fracas dans sa tête devant la perspective, somme toute médiocre, de grandes vacances vécues comme une perte de temps interminable. Quand les parents ne vous encadrent plus comme des geôliers avec qui on ne partage rien que le pesant silence des repas. Quand la docilité et la passivité ne sont qu'apparentes. Et cette suspicion permanente. Les rêves des jeunes filles sont sanguinaires, et Alice en est une vraie, qui traîne sa docilité et son apparente passivité comme sa culotte, en permanence en bas de ses pieds. Car ce qui l'entrave comme un boulet, c'est cette adolescence qui n'en finit pas. Qui est une souffrance incroyable. Et puis il y a Jim.",48.804,/sYLZxnRBoNekrbcLaEzBJSmRRh8.jpg,1976-01-01,Une vraie jeune fille,5.4,114,['Drame']
755812,fr,"Miraculous World : New York, les héros unis","La classe de Marinette doit se rendre à New York, la ville des super héros, pour la semaine de l'amitié franco-américaine. Ladybug demande à Chat Noir de veiller sur Paris… mais quand Marinette convainc Gabriel de laisser son fils partir avec ses camarades, Adrien a un problème. Étant également Chat Noir en secret, il ne peut pas à la fois veiller sur Paris et être avec sa classe à New York. Comment faire ? De plus, Il y a une chose que Ladybug et Chat Noir ignorent : Papillon se prépare lui aussi à voyager ! Il se pourrait bien que les super héros américains aient besoin d'un peu d'aide !",48.23,/kIHgjAkuzvKBnmdstpBOo4AfZah.jpg,2020-09-25,"Miraculous World : New York, les héros unis",8.1,1090,"['Animation', 'Téléfilm', 'Fantastique', 'Action']"
389,en,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",48.22,/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,1957-04-10,12 Angry Men,8.5,8697,['Drame']
346,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",46.891,/iAq0sq42vKTLneVGqHn1D4GzgrM.jpg,1954-04-26,Seven Samurai,8.5,3691,"['Action', 'Drame']"
845111,fr,Les Trois Mousquetaires : Milady,"Constance Bonacieux est enlevée sous les yeux de D'Artagnan. Dans une quête effrénée pour la sauver, le jeune mousquetaire est contraint de s'allier à la mystérieuse Milady de Winter. Alors que la guerre est déclarée, Athos, Porthos et Aramis ont déjà rejoint le front. Par ailleurs, un terrible secret du passé va briser toutes les anciennes alliances.",46.629,/oxPdfTJLfCZauJiUdhHe5lA4bhD.jpg,2023-12-13,Les Trois Mousquetaires : Milady,6.434,637,"['Aventure', 'Action', 'Drame']"
